ctoi_alias,pl_pnum,tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
162689341.01,1,1,246.69204,51.041133,-5.666,11.996,2459717.232201,2.1747062,2.846111,11173.1929564,14.231871,1622.2528254,1618.6367047,12.423,575.889,6046.76,4.28918,1.2561899
300871545.01,1,0,117.657401,-70.533461,-14.67,33.139,2460186.764732,4.8170684,3.1822663,23137.3629965,24.4342674,952.2769628,1416.8065929,10.0433,247.441,6380.0,4.24852,1.44956
165987272.01,1,1,195.981836,30.640145,-5.106,15.64,2459658.642419,7.8456075,5.892,7020.0,14.2866,718.188,1442.0,9.8469,240.726,6266.0,4.08874,1.65
168699373.01,1,1,213.14386,47.014783,-29.681,11.079,2459688.443452,4.3011975,2.982,22050.0,15.3684,185.119,1027.0,12.4474,347.85,5115.16,4.34437,1.03
404505029.01,1,1,201.962655,9.030644,-23.976,-7.518,2459680.103432,9.5739531,4.172,3170.0,12.4956,354.639,1208.0,9.26733,223.465,6115.0,3.87646,2.05
258871793.01,1,0,287.894787,66.328065,0.744,-14.996,2458931.120722,9.1469122,4.618497,8770.0961182,12.7002634,235.6892132,999.320223,12.6445,627.627,5954.0,4.26,1.2752
198108326.01,1,1,209.388645,43.49331,-134.791,-44.294,2459685.398095,3.2130578,2.169,22530.0,11.0975,118.075,918.0,11.7551,142.751,4652.87,4.61265,0.7
198385543.01,1,1,257.954965,54.527848,-61.625,211.315,2459884.349803,3.9306746,1.4305142,1637.1984269,1.7902006,17.7418678,523.4432264,11.8467,47.2496,3512.0,4.81618,0.411452
54002556.01,1,1,23.52145,-14.419149,11.168,14.047,2459099.821541,35.4557945,3.867,9890.0,8.9807,9.24196,485.0,11.6235,190.422,5076.0,4.53,0.83
219824469.01,1,0,204.440006,48.250123,-41.754,6.45,2459661.07431,5.4809161,5.031,2770.0,8.64837,856.944,1507.0,10.5038,296.945,5923.0,4.05,1.62
100100827.01,1,1,24.354462,-45.677794,25.243,20.597,2460205.353322,0.9414525,2.05,11445.0,15.342,4266.74,2251.0,8.8287,123.483,6400.0,4.36583,1.35
73540072.01,1,1,211.459347,16.99237,-45.626,-12.311,2459690.743436,1.2436239,1.211,1790.0,3.89334,435.33,1272.0,11.3719,165.105,4968.8,4.5,0.84
81247740.01,1,1,205.353953,17.686872,-73.224,-80.738,2459690.637842,1.3641482,0.952,7820.0,19.5876,852.162,1505.0,10.6503,176.833,5347.0,4.33,1.08
229742722.01,1,1,279.831764,69.522873,12.12,-12.156,2460503.687053,63.4839358,5.457,5357.0,11.1495,23.786,615.0,9.93689,224.385,6415.0,4.26,1.4
279741379.01,1,1,51.750188,-63.500166,355.084,-247.46,2460202.210988,35.6134391,3.512,1575.0,3.12194,10.8612,505.0,6.9934,16.32,4628.53,4.32239,0.71
279741379.02,2,1,51.750188,-63.500166,355.084,-247.46,2460201.824941,7.7897726,2.376,194.0,1.00084,144.765,966.0,6.9934,16.32,4628.53,4.32239,0.71
202426247.01,1,1,226.456731,64.047682,-122.326,110.588,2460367.147621,1.0662082,1.142,151.0,1.0883,876.703,1515.0,7.7885,45.864,5668.0,4.51,0.93
321668398.01,1,1,264.26302,53.021275,-4.289,7.0,2459768.446771,5.6442112,2.980996,4136.2010063,11.4462895,854.7074229,1379.0312841,11.5429,527.995,6310.0,4.1,1.63591
356919658.01,1,0,273.580728,57.992976,-4.935,20.049,2458683.89879,1.42611,1.788,1890.0,9.21032,11388.0,2877.0,11.2542,383.432,6404.0,4.31,1.32
229791084.01,1,1,284.443905,69.570837,-5.575,-3.373,2459766.543741,1.6453265,2.59,19310.0,19.0536,1816.48,1818.0,12.2856,559.068,6023.0,4.25,1.32
400476523.01,1,0,295.558877,59.589129,-3.497,-0.633,2458700.97371,18.10671,4.562,10340.0,19.3734,199.63,1047.0,12.2339,775.054,6615.0,4.14,1.65
233503636.01,1,0,251.235703,77.344038,2.762,-0.365,2458685.82187,3.40612,1.714,1740.0,8.60495,985.653,1560.0,11.5906,526.243,5955.3,4.06,1.67
233497719.01,1,0,249.519983,77.756401,-4.924,39.626,2460534.067363,3.801591,2.752,18950.0,14.4297,395.697,1242.0,12.8746,565.519,6051.0,4.48,1.01
59859387.01,1,0,110.369675,-45.567737,-9.997,11.584,2459987.207387,1.1203828,1.665,1901.0,5.96207,4388.96,2267.0,10.2761,294.281,6564.4,4.26,1.47
348755728.01,1,1,134.089246,-12.930644,30.75,3.168,2459256.846553,4.5063838,2.0392007,12522.9613662,5.5521734,17.943561,524.924579,13.3462,115.369,3477.0,4.74303,0.493576
258510872.01,1,1,304.665223,66.155954,0.54,-3.806,2459736.999544,6.5440665,3.777,6060.0,14.1513,318.224,1176.0,11.9742,560.901,6232.0,4.03,1.76
459997997.01,1,0,156.250032,-60.575142,-21.982,9.122,2459328.032732,5.547485,5.412,3350.0,11.48,3368.08,2122.0,10.4748,521.829,7397.0,4.1,2.04
420645189.01,1,0,48.370422,75.268379,48.29,14.617,2459000.999918,48.5340395,6.661,62170.0,26.827,0.0730269,144.0,10.1374,158.493,5937.0,4.44855,1.03
420645189.02,2,0,48.370422,75.268379,48.29,14.617,2458837.476698,48.5338626,6.137,4730.0,7.9008,2.2453,341.0,10.1374,158.493,5937.0,4.44855,1.03
91987762.01,1,1,144.5553,23.546746,-64.433,-41.485,2459531.564033,45.5221456,4.3839392,3028.5453279,9.7055757,51.0073705,681.5974916,7.4098,79.6682,6303.91,4.11765,1.61034
172370679.01,1,1,299.426847,40.143346,35.427,18.828,2459439.215254,29.0902271,4.6769826,37562.3332736,12.1826517,2.600601,323.8830195,12.5826,128.438,3854.0,4.63619,0.617863
166739520.01,1,1,36.775811,-50.284425,59.958,24.743,2459139.178447,10.0205998,5.7591694,8218.1442865,11.7679183,211.7916534,972.9644217,9.6411,157.963,6038.0,4.35513,1.27527
178879588.01,1,1,67.418582,-28.197215,5.777,16.81,2459145.468004,3.0566277,2.3926375,12517.5203529,12.5182693,606.6634527,1265.7755651,13.2554,623.232,5735.0,4.41,1.03865
19684256.01,1,1,140.087589,-31.269212,-20.014,21.252,2459278.312088,1.3666563,1.967,21070.0,15.437,1310.22,1676.0,13.1758,555.134,5790.4,4.44,1.02
272212970.01,1,1,180.208788,-46.13642,-6.082,0.801,2459332.042845,1.6091845,1.63,13450.0,16.7675,1054.66,1587.0,13.174,960.109,6393.0,4.24,1.43
77156657.01,1,1,68.136479,-38.968297,-0.767,5.443,2459196.572151,3.8404319,5.242,3580.0,12.3434,1599.92,1761.0,11.8831,715.383,5909.0,4.42,2.04
272213425.01,1,1,180.165072,-45.799456,-8.604,-2.95,2459327.622593,4.3247708,4.267,6380.0,17.0257,1080.87,1597.0,11.1138,564.409,6457.0,3.9,2.13
429302040.01,1,1,188.386428,-10.146214,-96.647,-9.483,2458574.14194,5.72226,2.648,25549.0,12.8433,37.0251,687.0,10.418,64.7414,4233.2,4.64,0.73
308098254.01,1,1,168.292908,-17.657779,6.008,-7.754,2459299.07674,9.6246665,4.297,10230.0,12.3182,121.918,925.0,11.5688,310.841,5473.0,4.26,1.2
453789494.01,1,1,199.433742,-47.237575,-15.976,0.505,2459354.693899,5.4774433,5.277,9010.0,20.3433,1506.5,1735.0,10.7316,538.11,6942.0,3.94,2.09
37718056.01,1,1,4.146347,-10.976423,1.827,-1.504,2458384.09392,3.65688,3.542,7040.0,12.8031,903.013,1527.0,11.7083,524.993,6239.0,4.15,1.53
232038798.01,1,1,96.744643,-46.821364,0.077,20.496,2459252.138447,4.1536624,1.702,12310.0,12.7595,278.886,1138.0,11.3187,303.941,5818.8,4.24,1.09
183532609.01,1,1,359.900874,-35.031335,109.747,7.614,2460202.792714,8.1587261,4.288,15337.0,12.7393,209.118,1059.0,9.1468,89.9606,5600.0,4.50501,1.0
437261733.01,1,1,170.324325,-22.388177,-24.166,0.929,2459296.222791,5.4161129,3.385,14310.0,13.3752,232.397,1087.0,13.2958,642.884,5652.0,4.36,1.1
44745133.01,1,1,61.657801,-25.349667,3.997,9.892,2459166.297772,7.8181434,4.98,3650.0,9.95177,266.851,1125.0,12.5757,679.761,5549.0,4.0,1.64
50712784.01,1,1,126.337825,-11.500989,-5.388,-0.587,2459249.035676,5.4053583,4.859,6770.0,13.4237,857.119,1507.0,10.5579,343.08,6410.0,4.14,1.59
53458803.01,1,1,102.847425,-29.058655,-16.382,-7.264,2459252.258036,3.3489038,3.3546298,10987.1747675,13.011038,740.224566,1330.3337928,11.8656,389.57,5711.0,4.27,1.2295901
53750200.01,1,1,103.517356,-27.050416,-0.139,-4.758,2459232.244495,4.1933422,1.8220996,4804.157266,11.5425702,1300.3125192,1531.5517841,12.2309,737.668,6405.0,4.13,1.6277601
98283926.01,1,1,108.452399,-33.437346,0.759,-2.879,2459253.248463,2.2920348,3.1812507,10585.2906021,13.2497142,1637.2058065,1622.3537935,13.1472,800.377,6208.0,4.31,1.26526
98545929.01,1,1,109.104521,-31.244395,-2.42,2.44,2459251.405758,1.888231,3.6693894,4358.3260875,14.4776426,14536.662674,2800.5022616,12.4539,1458.83,8549.0,4.11,2.12128
339522221.01,1,1,296.688442,-63.565649,19.406,-12.796,2458655.29768,1.82069,3.049,12340.0,15.6593,2440.7,1958.0,12.0457,514.555,6155.0,4.24,1.35
308425348.01,1,0,167.582816,-58.982985,-10.042,4.282,2458571.7908,3.39829,2.634,4340.0,7.06633,662.808,1413.0,12.2876,477.322,6271.0,4.45,1.09
102192004.01,1,1,195.794015,-41.384862,0.043,-5.784,2459328.761216,4.2337078,2.008,7690.0,19.6222,822.444,1491.0,11.3287,410.149,6333.7,4.21,1.46
183537452.01,1,1,357.879198,-39.907121,-56.853,-88.865,2460200.089939,3.9227122,2.555,11953.0,7.23153,235.573,1091.0,10.2499,87.5953,4800.0,4.53527,0.64
363851359.01,1,1,200.634864,-44.688839,-3.451,-7.915,2459331.95356,2.5441537,2.128,6780.0,10.5577,476.965,1301.0,13.2755,748.585,5652.0,4.2,1.31
112099249.01,1,1,209.51701,-30.348153,-4.362,-5.087,2458604.17084,5.17958,4.524,7620.0,14.829,669.018,1416.0,12.1577,663.231,6116.0,4.07,1.65
112604564.01,1,1,112.419225,-29.937916,2.67,-5.024,2459233.316814,4.5768651,3.5592795,10869.4903086,19.1571223,1547.1013862,1599.5559785,12.3213,878.521,6687.0,4.09,1.78295
114299824.01,1,1,114.283382,-32.755419,-6.283,0.531,2459229.337707,4.2042078,2.124,12080.0,12.1025,355.909,1210.0,12.9264,609.838,6781.0,4.54,1.07
371443216.01,1,1,147.580067,-66.113925,6.051,-15.398,2459358.688506,2.8240691,3.808,8970.0,17.7861,4913.69,2332.0,8.0552,170.696,8004.2,4.2,1.84
118956453.01,1,1,135.416303,-20.720369,-9.984,1.128,2459279.602393,2.3447752,1.814,15340.0,13.4487,320.327,1178.0,11.9397,305.603,5515.0,4.39,1.04
143143769.01,1,1,89.598895,-30.811799,-16.881,-7.371,2459175.372553,1.3372349,1.7026098,1226.6760556,3.0265786,886.9841113,1391.8701134,12.3686,280.555,5111.9,4.5,0.860256
14344979.01,1,1,163.788852,-0.737066,-28.12,24.033,2459255.860453,4.1117731,2.1575648,22017.8853537,15.4112805,268.7176151,1032.6277308,12.3353,325.377,5424.8,4.49,0.916164
207077681.01,1,1,320.762876,-40.048439,-3.337,-39.852,2459061.944577,2.278575,2.159825,13638.9588751,14.7731999,775.8848566,1346.0744113,12.3119,355.513,4879.0,4.5,1.21163
157266693.01,1,1,176.628323,-33.860076,-35.023,-4.597,2459329.357403,3.8537616,3.392,18650.0,14.7144,471.61,1298.0,13.1648,585.77,5697.0,4.39,1.06
183985250.01,1,1,358.668877,-37.628224,247.615,-69.801,2460206.061059,0.7920646,0.466,1464.0,12.9674,1013.69,1571.0,9.1031,80.4373,5422.0,4.42223,0.98
160578764.01,1,1,223.658719,-38.744547,0.723,-1.53,2459355.488108,2.8786641,2.207,8710.0,12.863,471.142,1297.0,12.1014,508.885,6017.0,4.22,1.35
162922904.01,1,1,171.845053,-44.088703,-8.427,-2.262,2459331.431765,3.8186276,4.282,3240.0,11.3749,1200.24,1639.0,12.0233,757.84,6090.0,3.88,2.03
386259537.01,1,1,127.38723,-12.944768,-13.184,-3.821,2459228.937203,5.6107737,6.3384834,6651.6899169,18.3701736,1486.8578958,1583.7517779,11.3299,627.066,6013.5,4.17,2.21327
172598832.01,1,1,100.571247,-29.77678,-4.344,5.595,2459201.975798,3.2633165,5.2814337,5011.5725027,15.0902486,3163.3762217,1912.7466985,12.941,1342.29,6561.0,3.93,2.08347
125739286.01,1,1,215.122762,-31.20207,-21.736,-0.858,2459351.553003,4.5111234,4.525,11170.0,18.5483,1085.35,1599.0,10.5288,356.391,6540.6,4.26,1.71
176685457.01,1,1,141.920643,-19.347648,-6.078,1.723,2459272.947539,4.4352884,1.89,6410.0,11.2110231,196.663,1365.1232387,12.2682,609.128,6245.0,4.24,1.38
178289267.01,1,1,60.948278,-19.056818,-12.664,-14.115,2459167.711102,2.3506186,2.369,15940.0,12.801,570.233,1361.0,11.7076,279.485,5593.0,4.46,0.97
268301217.01,1,1,116.370721,-52.383259,-5.675,11.296,2459989.041517,0.9466787,1.09,16490.0,14.6661,1220.35,1646.0,12.4933,415.135,5707.0,4.39,1.07
167009792.01,1,0,95.102051,-66.400466,34.203,53.698,2458326.51089,1.13305,1.073,100.0,2.16887,925.999,1536.0,8.5122,153.896,5883.8,3.77,2.1
308919449.01,1,0,122.61813,-65.852379,-8.549,-7.848,2460012.02774,1.6563738,1.741,246.0,1.42047,1000.88,1566.0,9.8146,130.335,5614.1,4.34,1.02
461080504.01,1,0,159.580056,-61.289786,-20.972,7.572,2459285.44868,6.0988471,5.408818,8857.7284148,24.9943945,1423.581832,1566.6261042,10.9572,525.922,7023.2,4.11,1.82219
357536526.01,1,0,137.66287,-64.471528,-14.832,-21.967,2458545.66094,1.57363,2.558,710.0,7.59717,18801.9,3262.0,10.6707,279.155,5342.5,4.01,1.66
127315102.01,1,0,217.279625,-43.361979,-33.265,-18.453,2459338.849888,10.8458712,3.379,3120.0,21.6846,878.752,1516.0,8.4672,230.033,6670.3,4.29,2.56
31268146.01,1,0,88.071315,-70.920308,-11.765,-40.92,2460013.457382,3.6473383,4.4572847,162.7642577,1.9083777,1104.8893752,1470.447248,10.1302,219.482,5928.0,4.24,1.47579
230982885.01,1,1,24.605139,-55.772001,96.163,20.946,2458355.490424,2.0727598,2.619,14761.0,14.2954,1414.87,1708.0,9.9696,151.068,5640.0,4.43703,1.13
394509844.01,1,0,154.996219,-79.802603,-29.071,-12.333,2458599.31398,6.89132,5.369,5940.0,11.3151,673.704,1419.0,10.5,241.981,5488.0,4.14,1.41
242536549.01,1,0,215.145569,-41.983318,-6.986,-3.886,2459359.132432,0.6923563,0.803,810.0,10.6207,14950.4,3080.0,9.5187,253.478,6422.1,3.86,1.85
166184426.01,1,0,206.105083,-40.336403,150.065,71.874,2458600.45092,16.3152,1.992,2500.0,2.23088,26.312,630.0,11.1825,22.4731,3625.0,4.81,0.31
334911765.01,1,0,213.978422,-62.906643,-59.783,-3.942,2458600.59694,0.88958,1.844,1240.0,3.8492,4433.23,2273.0,10.4877,191.877,5586.2,4.21,1.11
302659412.01,1,0,134.966386,-67.955597,-19.821,-15.188,2460083.974882,14.5187891,2.897,429.0,3.60283,43.2598,714.0,9.4845,206.826,5844.8,4.13,1.79
141663464.01,1,0,228.629109,-43.387085,-6.688,-15.529,2458601.34368,1.76447,2.749,2640.0,27.921,17578.1,3207.0,7.185,326.628,8049.0,3.3,5.08
190271688.01,1,0,221.343502,-54.761146,-15.989,-1.662,2459341.024374,12.6534664,4.0982077,27095.439949,20.5105778,106.7171624,819.7441326,10.163,158.09,5394.6,3.77,1.18915
293708935.01,1,0,222.333572,-60.080256,-153.952,-86.496,2458597.350807,2.6855915,2.0491187,488.2401788,3.5729712,1856.700481,1674.1918061,8.5941,106.955,5796.0,4.14,1.51715
253132689.01,1,0,194.769773,-57.253713,-6.326,-20.071,2460062.383323,3.217824,1.735,1288.0,5.84702,227.191,1081.0,10.3345,247.145,5418.0,4.17,1.67
383531859.01,1,0,216.147711,-60.383601,-2.1,-2.2,2459352.185799,17.0614756,3.384,2730.0,17.1048027,425.8669904,1158.6125921,9.5918,437.902,9184.7,4.09,2.14183
127793615.01,1,0,218.270079,-43.298512,-28.197,-25.698,2458604.91156,9.27898,6.514,9020.0,15.0807,1058.72,1589.0,10.9805,343.388,5898.8,4.08,1.45
89535068.01,1,0,127.281049,-57.194209,-16.422,-22.274,2459288.09218,6.1110945,4.2566318,1098.152672,5.873208,249.203041,1013.3467617,10.3349,162.148,5725.0,4.54,1.07235
162246865.01,1,0,168.871533,-44.428987,-12.725,-24.449,2459331.916143,0.5646193,1.295,510.0,3.01498,8493.1,2674.0,10.361,252.81,6237.0,4.24,1.3
309792357.01,1,1,80.105873,-59.895433,45.702,58.455,2460038.977062,104.8729635,6.554,12183.0,10.223,2.75278,358.0,10.0391,102.27,5350.0,4.52347,0.88
457939414.01,1,0,158.670633,-59.748482,-15.942,7.618,2459281.710853,3.7899524,5.5268401,4345.4373432,11.7871267,602.1590809,1263.4194534,10.1574,171.127,5579.5,4.22,1.10456
82707763.01,1,0,169.958638,-51.866071,-45.152,-1.157,2460065.075037,6.6570835,5.285,7164.0,14.8934,528.884,1336.0,10.1405,268.254,5805.6,4.13,1.73
453464017.01,1,0,152.28015,-72.798117,-31.085,25.233,2459352.660686,3.9416903,2.537,12840.0,19.6321,1460.48,1722.0,10.248,290.78,6190.4,4.15,1.48
445903569.01,1,1,147.174575,-51.756564,-13.547,-1.741,2460032.218521,4.0337201,3.48,2868.0,11.5159,1910.26,1841.0,10.2396,515.603,7369.0,4.27,2.22
275384718.01,1,0,178.547176,-46.896887,-27.631,10.574,2458576.4335,7.72433,8.03,7120.0,20.0285,1173.53,1630.0,10.2372,422.884,6249.4,4.19,2.32
429295277.01,1,0,184.259218,-51.075153,18.224,-25.907,2458572.20786,1.10833,2.288,1060.0,4.58274,4415.23,2270.0,10.186,218.438,5972.0,4.08,1.4
410214986.01,1,1,354.915467,-69.196043,79.464,-67.44,2458332.308323,8.1382222,3.2797025,3852.0299874,6.1757682,115.8275563,836.7056912,7.8541,44.0622,5414.0,4.438,0.951985
371188886.01,1,1,146.397063,-66.686631,-73.323,12.578,2460086.660775,9.1270519,3.549,4568.0,8.34235,147.466,970.0,10.3579,175.713,5400.0,4.43,1.18
371188886.02,2,1,146.397063,-66.686631,-73.323,12.578,2460038.819877,3.098367,1.963,496.0,2.47118,328.067,1185.0,10.3579,175.713,5400.0,4.43,1.18
356453768.01,1,0,134.190203,-61.371461,-70.24,0.73,2460011.151332,2.3330349,3.005,2795.0,15.6213,12107.6,2951.0,10.4879,296.179,5986.5,4.32,1.56
439610306.01,1,0,143.46695,-55.175763,-12.167,3.727,2458545.26565,1.79988,3.518,180.0,3.32197,6540.68,2505.0,9.0607,258.885,6136.9,3.85,2.46
350618622.01,1,1,87.401782,-54.910423,7.731,66.448,2460177.324576,52.9781419,4.7965246,6347.2690959,11.4471492,30.2653161,598.2132842,8.5822,113.825,6461.8,4.35,1.33031
138294130.01,1,1,229.99122,36.229545,-21.661,-24.25,2459716.992394,3.0565259,4.145,8800.0,15.1633,1438.0,1715.0,10.6506,320.451,5981.0,4.07,1.6
198588220.01,1,1,256.610728,44.776885,9.436,-18.185,2460497.317355,4.8099755,6.696,6965.0,22.6223,2029.17,1869.0,9.63331,371.686,6417.0,3.7,2.65
368287008.01,1,1,232.132653,27.361073,-56.166,63.966,2459712.928909,3.3491408,1.207,7210.0,5.37673,31.0153,657.0,12.8387,47.3444,3223.0,4.89993,0.32
159781361.01,1,1,234.431765,48.955206,12.352,-46.466,2460431.584231,15.3468182,6.425,665.0,3.99579,126.052,933.0,9.6087,198.007,5588.0,3.92293,1.8
39903405.01,1,1,245.151432,41.04796,-10.312,-29.198,2460477.275907,5.633477,4.132,5651.0,13.2583,588.518,1372.0,8.27468,127.774,6412.8,4.09,1.7
236312126.01,1,1,240.549275,28.169625,-17.422,14.82,2459713.291648,3.9415041,2.866,21330.0,13.8352,321.85,1179.0,10.5484,163.553,5729.0,4.52,0.92
11996814.01,1,0,31.17055,65.289331,-26.036,24.771,2458790.849435,0.4487349,2.8757897,3572.0328032,5.8054498,928.877466,1408.021727,11.6484,89.3047,3975.0,4.62844,0.627144
255930614.01,1,1,247.622983,38.347535,-77.899,52.564,2460476.023499,2.8758831,3.14,3152.0,8.33267,1095.91,1602.0,7.6262,75.8643,6084.0,4.17,1.46
394050135.01,1,1,282.795256,82.245414,2.791,-4.521,2459754.939635,8.8720542,3.6593396,6144.296801,11.9849813,343.7177625,1098.1716895,10.9461,335.985,6042.0,4.15,1.47996
335996558.01,1,0,333.331904,62.857385,4.812,1.212,2458739.50775,1.46329,2.431,750.0,3.54656,3541.21,2149.0,10.5027,238.061,6168.0,4.29,1.28
336456596.01,1,0,334.434433,62.465008,4.431,0.9,2458739.62994,0.77871,1.458,670.0,6.16036,10057.7,2789.0,10.9141,609.996,7751.0,4.0,2.25
445254275.01,1,0,12.216148,59.386718,2.849,-1.879,2458767.19721,2.57134,3.824,920.0,10.7406,5344.87,2382.0,10.9415,910.693,7125.0,3.54,3.56
259962054.01,1,0,43.018076,-67.687016,-55.699,149.273,2459106.86029,51.94509,8.094,2534.0,0.705818,4.34593,402.0,12.2423,24.7894,3203.0,5.01682,0.23
427279997.01,1,0,351.380744,54.601182,-1.535,-1.911,2458768.72753,2.89453,3.327,550.0,6.20845,9411.16,2743.0,10.5682,909.511,9714.0,3.98,2.68
54364414.01,1,0,19.234846,62.35169,78.916,-13.737,2458792.09451,1.37477,1.601,960.0,3.0101,1122.82,1612.0,10.4608,177.331,5825.0,4.44,1.02
269424395.01,1,0,350.369407,60.801171,-8.563,-13.166,2458768.14945,2.41872,2.685,1160.0,7.23529,1660.52,1778.0,10.9518,511.22,6535.0,3.9,2.16
270333769.01,1,0,351.880281,61.392515,-5.884,-5.005,2460418.367886,4.1207509,2.158,973.0,7.46471,2466.19,1963.0,10.4887,664.006,9953.0,4.09,2.38
468574941.01,1,1,16.184942,74.331306,6.293,-9.958,2459882.348171,1.4971447,2.4024159,16266.2491958,16.2528494,2643.654975,1828.8199186,10.996,289.668,6081.0,4.31,1.2431901
363761216.01,1,0,5.867146,71.158807,-6.964,-1.662,2460651.832302,7.4072602,3.019,14765.0,14.7857,258.039,1116.0,10.4708,196.538,5887.0,4.35,1.14
159873822.01,1,1,237.924107,52.306308,-10.393,-1.384,2459704.448013,13.7905315,3.301,1140.0,2.60168,29.035,646.0,10.7545,116.567,5021.6,4.6,0.76
403308915.01,1,0,5.198855,55.542814,-8.586,-7.721,2459878.778991,3.7543552,1.878,470.0,4.6716,931.407,1539.0,10.1731,385.274,8398.0,4.27,1.75
55650590.01,1,1,73.73822,-62.521874,105.973,111.015,2458325.542536,0.7363132,0.6736853,1322.5461054,1.5332682,117.7581671,840.1706554,12.4312,47.7465,3358.0,4.438,0.351676
285542903.01,1,0,13.27005,60.618112,2.884,-1.087,2460448.014024,2.2657506,3.419,388.0,8.00485,18671.1,3256.0,9.8722,914.062,10125.0,3.62,4.14
327577308.01,1,0,4.747716,56.367066,181.062,8.715,2458766.42545,1.45655,1.51,580.0,1.83776,436.167,1273.0,10.636,78.9495,4475.0,4.59,0.7
373785851.01,1,0,27.778642,63.081422,12.315,-4.252,2458795.9996,4.04163,1.719,3100.0,13.1608,304.098,1163.0,10.155,419.142,6895.0,3.87,2.36
115524421.01,1,1,254.130502,44.302536,-13.477,-27.061,2459735.852814,8.8036803,2.997,8360.0,8.9006,72.699,813.0,11.5906,246.353,5701.0,4.47,0.94
417931300.01,1,1,186.27356,60.418346,-197.88,-6.197,2458683.416826,7.7690887,2.6251447,1416.7912077,2.3663308,12.6577686,481.070845,11.1806,52.9328,3700.0,4.70036,0.542573
260271203.01,1,0,94.218082,-58.229798,0.243,2.663,2458330.097007,5.6492853,4.0424046,44346.559983,26.5608527,405.0881542,1144.213679,13.4734,969.506,5963.0,4.31132,1.21025
27491137.01,1,1,217.392016,39.790399,-118.228,-6.973,2459675.695029,10.3563596,3.4814933,923.942127,2.4103206,48.1191014,671.7367777,8.3745,41.9091,5149.6,4.6,0.772148
27491137.02,2,1,217.392016,39.790399,-118.228,-6.973,2459675.93251,35.1257472,2.839,2066.0,3.17021,3.78846,388.0,8.3745,41.9091,5149.6,4.6,0.77
159244568.01,1,0,227.179973,82.446925,35.892,-66.784,2458820.249587,6.2772478,1.5325014,910.5215536,2.5385441,105.278027,816.9663784,11.0372,151.103,5244.0,4.58339,0.800741
321669174.01,1,1,264.302263,53.025567,-111.988,-31.78,2459757.444606,10.5054362,2.4850401,1320.6016253,1.947929,8.2567001,432.3359777,11.642,62.3446,3742.0,4.72382,0.515547
441738827.01,1,1,259.254539,72.747023,47.717,36.775,2459652.834382,6.0784031,2.117,1810.0,2.07448,15.739,554.0,13.3257,114.549,3630.0,4.76664,0.47
441738827.02,2,0,259.254539,72.747023,47.717,36.775,2458745.410754,8.1490285,2.3210553,2850.6795113,2.5781465,8.990204,441.633629,13.3257,114.549,3630.0,4.76664,0.466766
441765914.01,1,1,261.374894,75.88228,-18.935,-1.971,2459517.9957,124.72987,7.2967692,1781.9160024,3.5130935,1.7337719,292.6629465,10.8812,126.46,4902.0,4.5026,0.831423
235678745.01,1,1,285.636524,75.418514,203.44,-21.318,2458692.799727,17.664866,2.7644951,736.3925122,1.2984859,3.5982457,351.2711274,11.0788,41.9176,3746.0,4.76979,0.463205
235678745.02,2,1,285.636524,75.418514,203.44,-21.318,2458704.29023,28.1722501,3.3983448,950.5653623,1.4475246,1.9311199,300.6575117,11.0788,41.9176,3746.0,4.76979,0.463205
142748283.01,1,1,151.618699,74.827211,-26.044,-75.114,2459601.846172,3.1190716,1.1585974,2964.5828911,1.6229796,10.0845871,454.5004101,13.4764,48.4809,3285.0,4.98992,0.247331
142748283.02,2,1,151.618699,74.827211,-26.044,-75.114,2458687.53823,6.3878202,1.4551851,5857.0164704,2.041471,3.8775285,357.8973634,13.4764,48.4809,3285.0,4.98992,0.247331
279982557.01,1,0,297.393769,66.293958,-29.674,13.444,2458712.393015,1.7890217,1.9190564,391.6251669,1.6741803,554.8261181,1237.8242135,11.6685,198.345,5264.0,4.59586,0.791524
230386397.01,1,0,285.786011,64.230256,13.957,64.235,2459626.670376,19.5078657,4.603,1770.0,3.92839,61.4917,780.0,11.2011,95.3985,4316.0,4.56,0.71
393911494.01,1,0,207.178453,44.911752,-28.575,-63.889,2458899.861702,0.6332593,0.8622011,1191.4597195,5.3027904,4030.7512475,2032.1990726,9.85649,121.167,5590.0,4.45374,0.976212
446549906.01,1,1,286.796541,-58.696835,3.888,-8.107,2458654.61467,2.45457,2.39,19250.0,14.183,508.468,1322.0,11.3819,236.705,5565.0,4.45,0.97
392476080.01,1,1,253.186297,16.579915,-8.449,-9.257,2458984.38888,0.67249,1.801,7890.0,15.7288,14429.0,3053.0,9.78569,262.041,6647.0,4.12,1.7
394029948.01,1,0,282.229631,78.568946,27.204,20.522,2458687.55509,32.76639,6.089,500.0,3.20531,38.3962,693.0,9.69902,182.323,6073.0,4.21,1.39
356235833.01,1,0,260.096376,20.281856,-51.299,-174.989,2460479.42095,1.2680452,1.027,538.0,2.24707,504.879,1320.0,9.1597,83.1749,5477.0,4.46,0.95
54464870.01,1,0,19.595393,63.545086,-5.424,10.006,2460447.794803,3.6944323,4.915,312.0,3.05838,5824.87,2433.0,8.29254,213.097,8153.0,4.09,2.11
